time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,precipAccumulation
1453420800,Mostly Cloudy,partly-cloudy-night,0,0,-25.81,-36.0,-29.93,0.68,1056.0,4.01,,,6.0,0.87,0,10.003,,,
1453424400,Mostly Cloudy,partly-cloudy-day,0,0,-25.74,-35.91,-30.02,0.67,,4.01,,,341.0,0.75,0,6.004,,,
1453428000,Mostly Cloudy,partly-cloudy-day,0,0,-25.74,-35.91,-30.02,0.67,,4.01,,,341.0,0.75,0,3.6,,,
1453431600,Mostly Cloudy,partly-cloudy-day,0,0,-25.75,-39.01,-31.12,0.61,1057.4,7,,,351.0,0.63,1,8.005,,,
1453435200,Mostly Cloudy,partly-cloudy-day,0,0,-25.74,-40.48,-32.99,0.51,,8.99,,,350.0,0.75,1,10.003,,,
1453438800,Partly Cloudy,partly-cloudy-day,0,0,-25.74,-39.78,-32.99,0.51,,8,,,0.0,0.44,1,10.003,,,
1453442400,Partly Cloudy,partly-cloudy-day,0,0,-25.89,-39.2,-32.99,0.51,1057.5,7,,,0.0,0.47,1,10.003,,,
1453446000,Partly Cloudy,partly-cloudy-day,0,0,-25.74,-38.12,-32.03,0.56,,6,,,350.0,0.44,1,10.003,,,
1453449600,Partly Cloudy,partly-cloudy-day,0,0,-25.74,-39.0,-32.99,0.51,,7,,,0.0,0.44,0,10.003,,,
1453453200,Partly Cloudy,partly-cloudy-day,0,0,-26.86,-39.55,-33.09,0.56,1059.7,6,,,345.0,0.35,0,10.003,,,
1453456800.0,,,0.0,0.0,-27.75,-39.62,-33.97,0.55,,5.0,,,11.0,,0.0,10.003,,,
1453460400.0,,,0.0,0.0,-27.75,-38.38,-33.97,0.55,,4.01,,,0.0,,0.0,10.003,,,
1453464000,Clear,clear-night,0,0,-28.93,-39.06,-34.69,0.58,1063.5,3.48,,,5.0,0.25,0,10.003,,,
1453467600.0,,,0.0,0.0,-29.76,-40.85,-35.03,0.6,,4.01,,,0.0,,0.0,10.003,,,
1453471200.0,,,0.0,0.0,-29.76,-40.85,-36.03,0.54,,4.01,,,350.0,,0.0,10.003,,,
1453474800.0,,,0.0,0.0,-31.2,-41.82,-36.34,0.6,1066.4,3.48,,,345.0,,0.0,10.003,,,
1453478400.0,,,0.0,0.0,-32.73,-47.0,-38.01,0.59,,6.0,,,330.0,,0.0,10.003,,,
1453482000.0,,,0.0,0.0,-31.77,-45.78,-36.98,0.6,,6.0,,,300.0,,0.0,10.003,,,
1453485600.0,,,0.0,0.0,-31.43,-43.69,-36.24,0.62,1066.5,4.57,,,312.0,,0.0,10.003,,,
1453489200.0,,,0.0,0.0,-31.77,-45.78,-36.98,0.6,,6.0,,,320.0,,0.0,10.003,,,
1453492800.0,,,0.0,0.0,-31.77,-44.65,-36.03,0.66,,5.0,,,330.0,,0.0,10.003,,,
1453496400.0,,,0.0,0.0,-30.57,-40.23,-35.45,0.62,1066.4,3.0,,,350.0,,0.0,10.003,,,
1453500000.0,,,0.0,0.0,-30.76,-40.46,-36.03,0.6,,3.0,,,341.0,,0.0,10.003,,,
1453503600.0,,,0.0,0.0,-30.76,-43.39,-36.03,0.6,,5.0,,,311.0,,0.0,10.003,,,
1453507200.0,,,0.0,0.0,-30.44,-44.56,-35.32,0.62,1067.9,6.48,,,320.0,,0.0,10.003,,,
1453510800.0,,,0.0,0.0,-30.76,-43.39,-36.03,0.6,,5.0,,,330.0,,,10.003,,,
1453514400.0,,,0.0,0.0,-28.71,-38.0,-35.03,0.55,,3.0,,,0.0,,,10.003,,,
1453518000.0,,,0.0,0.0,-27.71,-27.71,-34.04,0.55,1067.7,0.48,,,180.0,,,10.003,,,
1453521600.0,,,0.0,0.0,-26.73,-39.38,-32.03,0.61,,6.0,,,320.0,,,10.003,,,
1453525200.0,,,0.0,0.0,-25.74,-39.0,-32.03,0.56,,7.0,,,311.0,,,10.003,,,
1453528800.0,,,0.0,0.0,-23.98,-35.89,-30.02,0.57,1063.5,6.0,,,315.0,,,10.003,,,
1453532400.0,,,0.0,0.0,-23.73,-35.58,-30.02,0.56,,6.0,,,320.0,,,10.003,,,
1453536000.0,,,0.0,0.0,-23.73,-35.58,-30.02,0.56,,6.0,,,311.0,,,10.003,,,
1453539600.0,,,0.0,0.0,-23.95,-35.85,-30.21,0.56,1064.8,6.0,,,320.0,,,10.003,,,
1453543200.0,,,0.0,0.0,-24.76,-34.71,-31.02,0.56,,4.01,,,311.0,,0.0,10.003,,,
1453546800.0,,,0.0,0.0,-27.75,-34.79,-32.99,0.61,,2.0,,,300.0,,0.0,10.003,,,
1453550400.0,,,0.0,0.0,-27.62,-27.62,-32.95,0.6,1069.3,0.48,,,290.0,,0.0,10.003,,,
1453554000.0,,,0.0,0.0,-31.77,-39.47,-36.98,0.6,,2.0,,,191.0,,0.0,10.003,,,
1453557600.0,,,0.0,0.0,-32.73,-40.59,-36.98,0.66,,2.0,,,180.0,,0.0,10.003,,,
1453561200.0,,,0.0,0.0,-32.35,-43.22,-36.98,0.63,1071.2,3.48,,,165.0,,0.0,10.003,,,
1453564800.0,,,0.0,0.0,-32.73,-40.59,-38.01,0.59,,2.0,,,180.0,,0.0,10.003,,,
1453568400.0,,,0.0,0.0,-33.71,-45.7,-38.01,0.65,,4.01,,,180.0,,0.0,10.003,,,
1453572000,Clear,clear-night,0,0,-31.2,-41.08,-35.2,0.68,1069.3,3.05,,,174.0,0.13,0,10.003,,,
1453575600.0,,,0.0,0.0,-32.73,-32.73,-36.98,0.66,,1.0,,,,,0.0,10.003,,,
1453579200.0,,,0.0,0.0,-33.71,-33.71,-38.01,0.65,,0.0,,,,,0.0,10.003,,,
1453582800,Clear,clear-night,0,0,-35.28,-35.28,-38.93,0.69,1068.9,0.48,,,320.0,0.25,0,8.005,,,
1453586400,Clear,clear-night,0,0,-36.71,-36.71,-41.03,0.64,,0,,,,0.0,0,8.005,,,
1453590000,Clear,clear-night,0,0,-36.71,-36.71,-41.03,0.64,,0,,,,0.0,0,6.004,,,
1453593600,Partly Cloudy,partly-cloudy-night,0,0,-36.94,-36.94,-40.89,0.67,1068.9,0.48,,,200.0,0.38,0,6.004,,,
1453597200,Clear,clear-day,0,0,-35.77,-35.77,-40.04,0.65,,0,,,,0.0,0,5.002,,,
1453600800,Clear,clear-day,0,0,-34.77,-34.77,-38.98,0.65,,0,,,,0.0,0,4.004,,,
1453604400,Foggy,fog,0,0,-31.38,-31.38,-35.25,0.69,1064.5,0,,,,0.0,1,3.201,,,
1453608000,Foggy,fog,0,0,-25.74,-25.74,-28.97,0.74,,0,,,,0.0,1,2.997,,,
1453611600,Foggy,fog,0,0,-26.73,-26.73,-32.03,0.61,,0,,,,0.0,1,2.997,,,
1453615200,Clear,clear-day,0,0,-23.69,-23.69,-30.15,0.55,1055.8,0.48,,,230.0,0.0,1,3.6,,,
1453618800,Clear,clear-day,0,0,-22.73,-22.73,-30.02,0.51,,0,,,,0.0,1,4.004,,,
1453622400,Clear,clear-day,0,0,-21.75,-21.75,-28.97,0.52,,0,,,,0.0,0,4.004,,,
1453626000,Clear,clear-day,0,0,-25.06,-25.06,-29.83,0.64,1053.1,1,,,320.0,0.0,0,4.004,,,
1453629600,Clear,clear-night,0,0,-27.75,-27.75,-32.03,0.67,,0,,,,0.0,0,4.004,,,
1453633200,Clear,clear-night,0,0,-28.71,-35.91,-32.99,0.67,,2,,,161.0,0.0,0,5.002,,,
1453636800,Clear,clear-night,0,0,-31.93,-40.8,-35.72,0.69,1056.1,2.48,,,161.0,0.0,0,6.004,,,
1453640400,Clear,clear-night,0,0,-30.76,-40.46,-33.97,0.73,,3,,,170.0,0.0,0,6.004,,,
1453644000,Clear,clear-night,0,0,-32.73,-40.59,-36.03,0.72,,2,,,180.0,0.0,0,6.004,,,
1453647600,Clear,clear-night,0,0,-31.96,-39.82,-35.62,0.7,1054.1,2.05,,,197.0,0.0,0,6.004,,,
1453651200,Clear,clear-night,0,0,-30.76,-30.76,-35.03,0.66,,1,,,,0.0,0,6.004,,,
1453654800,Clear,clear-night,0,0,-32.73,-32.73,-36.03,0.72,,0,,,,0.0,0,6.004,,,
1453658400,Clear,clear-night,0,0,-33.17,-41.1,-37.0,0.68,1053.0,2,,,165.0,0.0,0,5.002,,,
1453662000,Clear,clear-night,0,0,-31.77,-39.47,-36.03,0.66,,2,,,170.0,0.0,0,4.004,,,
1453665600,Clear,clear-night,0,0,-33.71,-41.73,-38.01,0.65,,2,,,170.0,0.0,0,4.004,,,
1453669200,Clear,clear-night,0,0,-32.46,-32.46,-36.29,0.69,1052.0,0,,,,0.24,0,4.004,,,
1453672800,Clear,clear-night,0,0,-32.73,-32.73,-36.03,0.72,,0,,,,0.0,0,4.004,,,
1453676400,Foggy,fog,0,0,-32.73,-32.73,-36.98,0.66,,0,,,,0.44,0,2.997,,,
1453680000,Foggy,fog,0,0,-30.01,-30.01,-33.8,0.69,1051.6,0,,,,0.75,0,2.997,,,
1453683600,Foggy,fog,0,0,-30.76,-30.76,-35.03,0.66,,0,,,,0.75,0,2.003,,,
1453687200,Foggy,fog,0,0,-29.76,-29.76,-32.99,0.73,,1,,,,0.75,0,1.6,,,
1453690800,Foggy,fog,0,0,-26.98,-26.98,-30.83,0.7,1049.3,0.48,,,161.0,0.53,1,1.498,,,
1453694400,Foggy,fog,0,0,-25.74,-25.74,-30.02,0.67,,0,,,,0.44,1,1.498,,,
1453698000,Foggy,fog,0,0,-23.73,-23.73,-26.99,0.74,,0,,,,0.0,1,1.6,,,
1453701600,Mostly Cloudy,partly-cloudy-day,0,0,-21.96,-28.04,-25.94,0.7,1043.2,2,,,315.0,0.76,1,5.002,,,
1453705200,Mostly Cloudy,partly-cloudy-day,0,0,-18.74,-18.74,-22.99,0.69,,0,,,,0.75,1,6.004,,,
1453708800,Mostly Cloudy,partly-cloudy-day,0,0,-19.72,-25.44,-24.0,0.69,,2,,,270.0,0.75,0,8.005,,,
1453712400,Mostly Cloudy,partly-cloudy-day,0,0,-21.61,-27.63,-25.02,0.74,1042.0,2,,,270.0,0.75,0,6.004,,,
1453716000,Mostly Cloudy,partly-cloudy-night,0,0,-22.73,-28.94,-26.99,0.68,,2,,,341.0,0.75,0,6.004,,,
1453719600,Partly Cloudy,partly-cloudy-night,0,0,-28.71,-28.71,-32.99,0.67,,0,,,,0.44,0,8.005,,,
1453723200,Partly Cloudy,partly-cloudy-night,0,0,-28.46,-28.46,-31.53,0.75,1046.4,1,,,180.0,0.47,0,8.005,,,
1453726800,Partly Cloudy,partly-cloudy-night,0,0,-26.73,-33.6,-30.02,0.74,,2,,,150.0,0.44,0,8.005,,,
1453730400,Partly Cloudy,partly-cloudy-night,0,0,-29.76,-37.13,-33.97,0.67,,2,,,150.0,0.44,0,8.005,,,
1453734000,Clear,clear-night,0,0,-31.77,-41.67,-36.03,0.66,1045.8,3,,,180.0,0.0,0,8.005,,,
1453737600,Clear,clear-night,0,0,-30.76,-40.46,-33.97,0.73,,3,,,180.0,0.0,0,8.005,,,
1453741200,Clear,clear-night,0,0,-30.76,-30.76,-33.97,0.73,,1,,,,0.0,0,8.005,,,
1453744800,Clear,clear-night,0,0,-32.78,-32.78,-36.69,0.68,1050.3,0,,,,0.0,0,8.005,,,
1453748400,Clear,clear-night,0,0,-34.77,-34.77,-40.04,0.59,,0,,,,0.0,0,6.004,,,
1453752000,Clear,clear-night,0,0,-31.77,-31.77,-36.03,0.66,,0,,,,0.0,0,6.004,,,
1453755600,Clear,clear-night,0,0,-33.22,-33.22,-37.12,0.68,1050.2,0.48,,,110.0,0.25,0,6.004,,,
1453759200,Clear,clear-night,0,0,-32.73,-32.73,-36.98,0.66,,0,,,,0.0,0,6.004,,,
1453762800,Clear,clear-night,0,0,-33.71,-33.71,-38.01,0.65,,0,,,,0.0,0,6.004,,,
1453766400,Partly Cloudy,partly-cloudy-night,0,0,-33.19,-33.19,-37.08,0.68,1050.6,0.48,,,230.0,0.53,0,6.004,,,
1453770000,Partly Cloudy,partly-cloudy-day,0,0,-31.77,-31.77,-36.03,0.66,,0,,,,0.44,0,5.002,,,
1453773600,Mostly Cloudy,partly-cloudy-day,0,0,-29.76,-29.76,-33.97,0.67,,0,,,,0.75,0,6.004,,,
1453777200,Mostly Cloudy,partly-cloudy-day,0,0,-29.51,-36.84,-32.86,0.73,1047.2,2,,,0.0,0.81,1,6.004,,,
1453780800,Mostly Cloudy,partly-cloudy-day,0,0,-26.73,-26.73,-31.02,0.67,,0,,,,0.75,1,8.005,,,
1453784400,Mostly Cloudy,partly-cloudy-day,0,0,-24.76,-24.76,-28.01,0.74,,0,,,,0.75,1,10.003,,,
1453788000,Partly Cloudy,partly-cloudy-day,0,0,-22.49,-22.49,-25.25,0.78,1040.3,0.95,,,200.0,0.51,1,10.003,,,
1453791600.0,,,0.0,0.0,-21.75,-27.8,-26.0,0.68,,2.0,,,210.0,,,10.003,,,
1453795200.0,,,0.0,0.0,-21.75,-29.63,-25.02,0.75,,3.0,,,221.0,,,10.003,,,
1453798800,Clear,clear-day,0,0,-23.98,-29.18,-27.08,0.75,1038.9,1.53,,,277.0,0.19,0,10.003,,,
1453802400.0,,,0.0,0.0,-26.73,-35.62,-31.02,0.67,,3.0,,,170.0,,0.0,10.003,,,
1453806000.0,,,0.0,0.0,-25.74,-32.44,-28.97,0.74,,2.0,,,281.0,,0.0,10.003,,,
1453809600.0,,,0.0,0.0,-27.04,-36.76,-30.86,0.7,1039.9,3.48,,,200.0,,0.0,10.003,,,
1453813200.0,,,0.0,0.0,-26.73,-35.62,-30.02,0.74,,3.0,,,191.0,,0.0,10.003,,,
1453816800.0,,,0.0,0.0,-28.71,-28.71,-32.03,0.73,,1.0,,,,,0.0,10.003,,,
1453820400.0,,,0.0,0.0,-27.66,-27.66,-31.26,0.71,1039.7,1.0,,,140.0,,0.0,10.003,,,
1453824000.0,,,0.0,0.0,-30.76,-30.76,-33.97,0.73,,0.0,,,,,0.0,10.003,,,
1453827600.0,,,0.0,0.0,-30.76,-38.29,-33.97,0.73,,2.0,,,161.0,,0.0,10.003,,,
1453831200,Partly Cloudy,partly-cloudy-night,0,0,-29.21,-35.15,-32.99,0.7,1038.0,1.53,,,136.0,0.59,0,8.005,,,
1453834800,Partly Cloudy,partly-cloudy-night,0,0,-28.71,-28.71,-32.99,0.67,,1,,,,0.44,0,8.005,,,
1453838400,Partly Cloudy,partly-cloudy-night,0,0,-28.71,-28.71,-32.99,0.67,,0,,,,0.44,0,8.005,,,
1453842000,Partly Cloudy,partly-cloudy-night,0,0,-31.86,-31.86,-35.69,0.69,1037.6,0.48,,,140.0,0.41,0,6.004,,,
1453845600,Partly Cloudy,partly-cloudy-night,0,0,-31.77,-39.47,-36.03,0.66,,2,,,161.0,0.44,0,6.004,,,
1453849200,Partly Cloudy,partly-cloudy-night,0,0,-32.73,-40.59,-36.03,0.72,,2,,,161.0,0.44,0,5.002,,,
1453852800,Mostly Cloudy,partly-cloudy-night,0,0,-29.48,-29.48,-32.67,0.74,1036.8,1,,,,0.75,0,4.004,,,
1453856400,Foggy,fog,0,0,-28.71,-28.71,-32.99,0.67,,1,,,,0.75,0,2.997,,,
1453860000,Foggy,fog,0,0,-28.71,-28.71,-32.99,0.67,,1,,,,0.75,0,2.003,,,
1453863600,Foggy,fog,0,0,-25.75,-25.75,-28.97,0.74,1035.3,0.48,,,0.0,0.51,1,2.003,,,
1453867200,Foggy,fog,0,0,-23.73,-23.73,-26.99,0.74,,0,,,,0.0,1,2.997,,,
1453870800,Clear,clear-day,0,0,-19.72,-19.72,-22.99,0.75,,0,,,,0.0,1,4.004,,,
1453874400,Clear,clear-day,0,0,-17.98,-17.98,-22.59,0.67,1033.8,0.48,,,320.0,0.19,1,10.003,,,
1453878000.0,,,0.0,0.0,-17.73,-17.73,-22.01,0.69,,0.0,,,,,,10.003,,,
1453881600.0,,,0.0,0.0,-19.72,-19.72,-24.0,0.69,,1.0,,,,,,10.003,,,
1453885200,Clear,clear-day,0,0,-20.04,-20.04,-24.2,0.69,1035.2,1,,,277.0,0.13,0,10.003,,,
1453888800.0,,,0.0,0.0,-22.73,-30.81,-26.99,0.68,,3.0,,,300.0,,0.0,10.003,,,
1453892400.0,,,0.0,0.0,-28.71,-28.71,-33.97,0.61,,0.0,,,,,0.0,10.003,,,
1453896000.0,,,0.0,0.0,-29.76,-37.13,-32.7,0.76,1043.9,2.0,,,174.0,,0.0,10.003,,,
1453899600.0,,,0.0,0.0,-27.75,-34.79,-32.03,0.67,,2.0,,,150.0,,0.0,10.003,,,
1453903200.0,,,0.0,0.0,-32.73,-32.73,-36.98,0.66,,0.0,,,,,0.0,10.003,,,
1453906800.0,,,0.0,0.0,-31.86,-31.86,-35.06,0.73,1046.9,0.48,,,200.0,,0.0,10.003,,,
1453910400.0,,,0.0,0.0,-32.73,-40.59,-36.98,0.66,,2.0,,,161.0,,0.0,10.003,,,
1453914000.0,,,0.0,0.0,-33.71,-41.73,-38.01,0.65,,2.0,,,170.0,,0.0,10.003,,,
1453917600.0,,,0.0,0.0,-35.45,-43.76,-39.25,0.68,1050.1,2.0,,,165.0,,0.0,10.003,,,
1453921200.0,,,0.0,0.0,-31.77,-31.77,-35.03,0.73,,0.0,,,,,0.0,10.003,,,
1453924800.0,,,0.0,0.0,-32.73,-32.73,-36.98,0.66,,0.0,,,,,0.0,10.003,,,
1453928400,Clear,clear-night,0,0,-33.02,-33.02,-36.8,0.69,1050.9,0.48,,,20.0,0.13,0,10.003,,,
1453932000,Clear,clear-night,0,0,-32.73,-32.73,-36.98,0.66,,0,,,,0.0,0,8.005,,,
1453935600,Clear,clear-night,0,0,-32.73,-32.73,-36.98,0.66,,0,,,,0.0,0,8.005,,,
1453939200,Clear,clear-night,0,0,-35.01,-35.01,-38.86,0.68,1053.6,0.48,,,140.0,0.25,0,8.005,,,
1453942800,Clear,clear-day,0,0,-38.72,-38.72,-42.99,0.64,,0,,,,0.0,0,6.004,,,
1453946400,Clear,clear-day,0,0,-34.77,-34.77,-38.98,0.65,,1,,,,0.0,0,6.004,,,
1453950000,Clear,clear-day,0,0,-30.14,-30.14,-34.04,0.69,1051.5,0.48,,,270.0,0.0,1,5.002,,,
1453953600,Clear,clear-day,0,0,-26.73,-26.73,-31.02,0.67,,0,,,,0.0,1,5.002,,,
1453957200,Clear,clear-day,0,0,-23.73,-23.73,-26.99,0.74,,0,,,,0.0,2,4.004,,,
1453960800,Clear,clear-day,0,0,-22.61,-22.61,-25.76,0.75,1045.7,0.48,,,180.0,0.0,1,4.004,,,
1453964400,Clear,clear-day,0,0,-21.75,-21.75,-25.02,0.75,,0,,,,0.0,1,8.005,,,
1453968000.0,,,0.0,0.0,-21.75,-21.75,-26.0,0.68,,0.0,,,,,,10.003,,,
1453971600,Clear,clear-day,0,0,-23.42,-23.42,-28.01,0.66,1046.5,0.48,,,320.0,0.13,0,10.003,,,
1453975200.0,,,0.0,0.0,-25.74,-32.44,-31.02,0.61,,2.0,,,191.0,,0.0,10.003,,,
1453978800.0,,,0.0,0.0,-30.76,-40.46,-36.03,0.6,,3.0,,,180.0,,0.0,10.003,,,
1453982400.0,,,0.0,0.0,-29.72,-29.72,-33.83,0.67,1052.3,1.0,,,140.0,,0.0,10.003,,,
1453986000.0,,,0.0,0.0,-33.71,-41.73,-38.98,0.59,,2.0,,,150.0,,0.0,10.003,,,
1453989600.0,,,0.0,0.0,-32.73,-32.73,-36.98,0.66,,1.0,,,,,0.0,10.003,,,
1453993200.0,,,0.0,0.0,-34.99,-34.99,-39.21,0.65,1055.8,1.0,,,140.0,,0.0,10.003,,,
1453996800.0,,,0.0,0.0,-34.77,-34.77,-38.01,0.72,,1.0,,,,,0.0,10.003,,,
1454000400.0,,,0.0,0.0,-36.71,-36.71,-41.03,0.64,,1.0,,,,,0.0,10.003,,,
1454004000.0,,,0.0,0.0,-34.34,-34.34,-38.18,0.68,1057.6,1.0,,,161.0,,0.0,10.003,,,
1454007600.0,,,0.0,0.0,-34.77,-34.77,-40.04,0.59,,0.0,,,,,0.0,10.003,,,
1454011200,Clear,clear-night,0,0,-38.72,-38.72,-42.99,0.64,,0,,,,0.0,0,8.005,,,
1454014800,Clear,clear-night,0,0,-34.77,-42.96,-38.98,0.65,1055.5,2,,,180.0,0.0,0,8.005,,,
1454018400,Clear,clear-night,0,0,-37.75,-37.75,-41.97,0.65,,0,,,,0.0,0,6.004,,,
1454022000,Clear,clear-night,0,0,-35.77,-35.77,-40.04,0.65,,0,,,,0.0,0,6.004,,,
1454025600,Clear,clear-night,0,0,-38.08,-38.08,-42.04,0.66,1061.0,1,,,200.0,0.0,0,6.004,,,
1454029200,Foggy,fog,0,0,-36.71,-36.71,-41.03,0.64,,1,,,,0.0,0,2.997,,,
1454032800,Foggy,fog,0,0,-34.77,-34.77,-38.98,0.65,,0,,,,0.0,0,2.8,,,
1454036400,Foggy,fog,0,0,-31.93,-31.93,-35.86,0.68,1058.0,0,,,,0.0,1,2.003,,,
1454040000,Foggy,fog,0,0,-31.77,-31.77,-36.03,0.66,,0,,,,0.0,1,3.201,,,
1454043600,Clear,clear-day,0,0,-27.75,-27.75,-32.03,0.67,,1,,,,0.0,2,6.004,,,
1454047200,Clear,clear-day,0,0,-24.37,-24.37,-28.09,0.71,1053.1,0.48,,,0.0,0.0,1,8.005,,,
1454050800.0,,,0.0,0.0,-21.75,-21.75,-26.0,0.68,,0.0,,,,,,10.003,,,
1454054400.0,,,0.0,0.0,-23.73,-30.11,-28.01,0.68,,2.0,,,260.0,,,10.003,,,
1454058000.0,,,0.0,0.0,-26.28,-34.11,-30.83,0.65,1053.8,2.48,,,172.0,,,10.003,,,
1454061600.0,,,0.0,0.0,-28.71,-35.91,-32.99,0.67,,2.0,,,161.0,,0.0,10.003,,,
1454065200.0,,,0.0,0.0,-31.77,-39.47,-35.03,0.73,,2.0,,,230.0,,0.0,10.003,,,
1454068800.0,,,0.0,0.0,-33.09,-33.09,-36.8,0.69,1058.9,0.48,,,50.0,,0.0,10.003,,,
1454072400.0,,,0.0,0.0,-33.71,-41.73,-38.01,0.65,,2.0,,,170.0,,0.0,10.003,,,
1454076000.0,,,0.0,0.0,-33.71,-33.71,-38.01,0.65,,0.0,,,,,0.0,10.003,,,
1454079600.0,,,0.0,0.0,-33.29,-33.29,-37.22,0.68,1060.0,0.48,,,140.0,,0.0,10.003,,,
1454083200.0,,,0.0,0.0,-33.71,-33.71,-38.01,0.65,,0.0,,,,,0.0,10.003,,,
1454086800.0,,,0.0,0.0,-35.77,-35.77,-40.04,0.65,,1.0,,,,,0.0,10.003,,,
1454090400.0,,,0.0,0.0,-33.7,-40.11,-37.59,0.68,1059.5,1.48,,,71.0,,0.0,10.003,,,
1454094000.0,,,0.0,0.0,-34.77,-34.77,-38.98,0.65,,1.0,,,,,0.0,10.003,,,
1454097600.0,,,0.0,0.0,-33.71,-33.71,-38.01,0.65,,1.0,,,,,0.0,10.003,,,
1454101200,Clear,clear-night,0,0,-34.1,-34.1,-37.93,0.68,1059.8,1,,,90.0,0.0,0,8.005,,,
1454104800,Clear,clear-night,0,0,-33.71,-33.71,-38.01,0.65,,1,,,,0.0,0,6.004,,,
1454108400,Clear,clear-night,0,0,-35.77,-35.77,-41.03,0.58,,0,,,,0.0,0,6.004,,,
1454112000,Clear,clear-night,0,0,-35.09,-35.09,-39.05,0.67,1060.9,0.48,,,71.0,0.0,0,6.004,,,
1454115600,Clear,clear-day,0,0,-34.77,-34.77,-40.04,0.59,,0,,,,0.0,0,8.005,,,
1454119200,Clear,clear-day,0,0,-34.77,-34.77,-38.98,0.65,,0,,,,0.0,0,8.005,,,
1454122800,Clear,clear-day,0,0,-31.99,-31.99,-32.99,0.91,1057.8,0,,,,0.26,1,8.005,,,
1454126400,Clear,clear-day,0,0,-29.76,-29.76,-33.97,0.67,,0,,,,0.0,1,8.005,,,
1454130000.0,,,0.0,0.0,-25.74,-25.74,-30.02,0.67,,1.0,,,,,,10.003,,,
1454133600,Clear,clear-day,0,0,-22.75,-22.75,-25.94,0.75,1052.7,0.48,,,251.0,0.13,1,10.003,,,
1454137200.0,,,0.0,0.0,-21.75,-27.8,-26.99,0.62,,2.0,,,200.0,,,10.003,,,
1454140800.0,,,0.0,0.0,-21.75,-27.8,-26.99,0.62,,2.0,,,170.0,,,10.003,,,
1454144400,Clear,clear-day,0,0,-23.95,-32.28,-28.88,0.64,1053.3,3,,,180.0,0.25,0,10.003,,,
1454148000.0,,,0.0,0.0,-24.76,-33.25,-28.97,0.68,,3.0,,,180.0,,0.0,10.003,,,
1454151600.0,,,0.0,0.0,-27.75,-36.84,-32.99,0.61,,3.0,,,191.0,,0.0,10.003,,,
1454155200,Partly Cloudy,partly-cloudy-night,0,0,-27.84,-35.96,-31.87,0.68,1056.7,2.48,,,184.0,0.5,0,10.003,,,
1454158800.0,,,0.0,0.0,-26.73,-33.6,-32.03,0.61,,2.0,,,140.0,,0.0,10.003,,,
1454162400.0,,,0.0,0.0,-28.71,-28.71,-32.03,0.73,,0.0,,,,,0.0,10.003,,,
1454166000.0,,,0.0,0.0,-30.33,-30.33,-34.44,0.67,1058.8,0.95,,,161.0,,0.0,10.003,,,
1454169600.0,,,0.0,0.0,-29.76,-29.76,-33.97,0.67,,1.0,,,,,0.0,10.003,,,
1454173200.0,,,0.0,0.0,-28.71,-28.71,-32.99,0.67,,1.0,,,,,0.0,10.003,,,
1454176800,Partly Cloudy,partly-cloudy-night,0,0,-31.4,-31.4,-35.27,0.69,1059.3,1,,,90.0,0.38,0,10.003,,,
1454180400.0,,,0.0,0.0,-29.76,-29.76,-33.97,0.67,,0.0,,,,,0.0,10.003,,,
1454184000.0,,,0.0,0.0,-29.76,-29.76,-32.99,0.73,,0.0,,,,,0.0,10.003,,,
1454187600,Clear,clear-night,0,0,-30.33,-30.33,-34.07,0.7,1058.3,1,,,20.0,0.13,0,10.003,,,
1454191200.0,,,0.0,0.0,-30.76,-30.76,-35.03,0.66,,1.0,,,,,0.0,10.003,,,
1454194800.0,,,0.0,0.0,-31.77,-31.77,-36.03,0.66,,1.0,,,,,0.0,10.003,,,
1454198400.0,,,0.0,0.0,-31.11,-38.7,-34.83,0.7,1060.3,2.0,,,354.0,,0.0,10.003,,,
1454202000.0,,,0.0,0.0,-30.76,-30.76,-33.97,0.73,,0.0,,,,,,10.003,,,
1454205600,Clear,clear-day,0,0,-30.76,-30.76,-35.03,0.66,,0,,,,0.0,0,8.005,,,
1454209200,Clear,clear-day,0,0,-26.86,-26.86,-30.26,0.73,1056.5,0.48,,,110.0,0.13,1,8.005,,,
1454212800,Clear,clear-day,0,0,-24.76,-24.76,-28.97,0.68,,0,,,,0.0,1,8.005,,,
1454216400.0,,,0.0,0.0,-21.75,-21.75,-28.01,0.57,,0.0,,,,,,10.003,,,
1454220000.0,,,0.0,0.0,-19.93,-19.93,-25.16,0.63,1052.3,0.48,,,341.0,,,10.003,,,
1454223600.0,,,0.0,0.0,-18.74,-18.74,-24.0,0.63,,1.0,,,,,,10.003,,,
1454227200.0,,,0.0,0.0,-17.73,-17.73,-24.0,0.58,,1.0,,,,,,10.003,,,
1454230800,Clear,clear-day,0,0,-20.36,-20.36,-26.0,0.61,1052.8,1,,,65.0,0.25,0,10.003,,,
1454234400.0,,,0.0,0.0,-23.73,-23.73,-28.97,0.62,,0.0,,,,,0.0,10.003,,,
1454238000.0,,,0.0,0.0,-23.73,-32.02,-28.01,0.68,,3.0,,,180.0,,0.0,10.003,,,
1454241600,Clear,clear-night,0,0,-26.25,-26.25,-30.91,0.65,1057.4,1,,,24.0,0.13,0,10.003,,,
