id,value
5794,10.0
5795,10.0
5796,9.0
5797,9.0
5798,8.0
5799,9.0
5800,11.0
5801,10.0
5802,10.0
5803,8.0
5804,12.0
5805,16.0
5806,19.0
5807,16.0
5808,8.0
5809,5.0
5810,6.0
5811,3.0
5812,3.0
5813,4.0
5814,2.0
5815,2.0
5816,7.0
5817,12.0
5818,24.0
5819,18.0
5820,18.0
5821,20.0
5822,18.0
5823,15.0
5824,12.0
5825,6.0
5826,6.0
5827,10.0
5828,10.0
5829,16.0
5830,15.0
5831,12.0
5832,12.0
5833,12.0
5834,10.0
5835,5.0
5836,2.0
5837,5.0
5838,8.0
5839,8.0
5840,20.0
5841,22.0
5842,12.0
5843,5.0
5844,9.0
5845,8.0
5846,14.0
5847,15.0
5848,14.0
5849,12.0
5850,11.0
5851,14.0
5852,16.0
5853,21.0
5854,22.0
5855,18.0
5856,19.0
5857,14.0
5858,995.0
5859,0.0
5860,1.0
5861,2.0
5862,5.0
5863,9.0
5864,11.0
5865,11.0
5866,11.0
5867,10.0
5868,8.0
5869,8.0
5870,11.0
5871,10.0
5872,10.0
5873,8.0
5874,6.0
5875,7.0
5876,12.0
5877,15.0
5878,17.0
5879,11.0
5880,5.0
5881,5.0
5882,4.0
5883,2.0
5884,3.0
5885,3.0
5886,1.0
5887,4.0
5888,4.0
5889,9.0
5890,18.0
5891,19.0
5892,28.0
5893,18.0
5894,19.0
5895,15.0
5896,12.0
5897,10.0
5898,7.0
5899,9.0
5900,18.0
5901,20.0
5902,15.0
5903,12.0
5904,8.0
5905,5.0
5906,6.0
5907,-4.0
5908,-3.0
5909,1.0
5910,-1.0
5911,-5.0
5912,-4.0
5913,-1.0
5914,18.0
5915,18.0
5916,8.0
5917,6.0
5918,6.0
5919,3.0
5920,0.0
5921,-2.0
5922,-2.0
5923,-2.0
5924,-2.0
5925,2.0
5926,10.0
5927,6.0
5928,13.0
5929,7.0
5930,2.0
5931,-5.0
5932,-12.0
5933,-12.0
5934,-7.0
5935,-5.0
5936,-3.0
5937,2.0
5938,27.0
5939,22.0
5940,16.0
5941,10.0
5942,9.0
5943,7.0
5944,4.0
5945,1.0
5946,0.0
5947,3.0
5948,3.0
5949,0.0
5950,-1.0
5951,-1.0
5952,0.0
5953,-1.0
5954,-4.0
5955,-3.0
5956,-5.0
5957,-8.0
5958,-7.0
5959,-4.0
5960,-4.0
5961,-3.0
5962,1.0
5963,0.0
5964,-3.0
5965,-5.0
5966,-5.0
5967,-4.0
5968,-4.0
5969,-7.0
5970,-8.0
5971,-6.0
5972,-6.0
5973,-7.0
5974,-6.0
5975,-3.0
5976,-3.0
5977,-1.0
5978,-3.0
5979,-7.0
5980,-999.0
5981,-999.0
5982,-6.0
5983,-5.0
5984,-3.0
5985,0.0
5986,6.0
5987,5.0
5988,12.0
5989,10.0
5990,7.0
5991,6.0
5992,4.0
5993,2.0
5994,4.0
5995,8.0
5996,8.0
5997,5.0
5998,3.0
5999,4.0
6000,3.0
6001,-1.0
6002,-2.0
6003,-2.0
6004,-3.0
6005,-2.0
6006,-3.0
6007,-3.0
6008,-4.0
6009,-5.0
6010,-4.0
6011,-1.0
6012,-3.0
6013,-5.0
6014,-7.0
6015,-8.0
6016,-9.0
6017,-10.0
6018,-10.0
6019,-7.0
6020,-5.0
6021,-5.0
6022,-5.0
6023,-7.0
6024,-3.0
6025,1.0
6026,0.0
6027,3.0
6028,6.0
6029,4.0
6030,0.0
6031,-1.0
6032,-1.0
6033,-2.0
6034,1.0
6035,7.0
6036,7.0
6037,16.0
6038,8.0
6039,6.0
6040,3.0
6041,-2.0
6042,-4.0
6043,-3.0
6044,4.0
6045,15.0
6046,17.0
6047,28.0
6048,-999.0
6049,3.0
6050,-3.0
6051,-5.0
6052,-7.0
6053,-6.0
6054,-4.0
6055,-4.0
6056,-4.0
6057,6.0
6058,32.0
6059,19.0
6060,13.0
6061,9.0
6062,6.0
6063,4.0
6064,1.0
6065,-2.0
6066,-3.0
6067,-1.0
6068,5.0
6069,16.0
6070,11.0
6071,9.0
6072,5.0
6073,0.0
6074,8.0
6075,1.0
6076,-8.0
6077,-7.0
6078,-5.0
6079,-3.0
6080,-3.0
6081,5.0
6082,26.0
6083,18.0
6084,21.0
6085,10.0
6086,6.0
6087,4.0
6088,3.0
6089,0.0
6090,1.0
6091,0.0
6092,2.0
6093,11.0
6094,9.0
6095,12.0
6096,15.0
6097,15.0
6098,0.0
6099,-3.0
6100,-4.0
6101,-6.0
6102,-6.0
6103,-4.0
6104,-2.0
6105,10.0
6106,25.0
6107,20.0
6108,17.0
6109,16.0
6110,13.0
6111,7.0
6112,3.0
6113,1.0
6114,1.0
6115,1.0
6116,6.0
6117,9.0
6118,17.0
6119,0.0
6120,-2.0
6121,-4.0
6122,-4.0
6123,-3.0
6124,-5.0
6125,-9.0
6126,-10.0
6127,-7.0
6128,-3.0
6129,1.0
6130,2.0
6131,8.0
6132,13.0
6133,10.0
6134,4.0
6135,-1.0
6136,-3.0
6137,-3.0
6138,0.0
6139,-1.0
6140,-1.0
6141,8.0
6142,5.0
6143,-1.0
6144,-5.0
6145,-8.0
6146,-8.0
6147,-6.0
6148,-4.0
6149,-6.0
6150,-5.0
6151,-1.0
6152,0.0
6153,-1.0
6154,-3.0
6155,-5.0
6156,-5.0
6157,-6.0
6158,-6.0
6159,-5.0
6160,-4.0
6161,-4.0
6162,-1.0
6163,1.0
6164,0.0
6165,10.0
6166,16.0
6167,2.0
6168,3.0
6169,0.0
6170,-4.0
6171,-4.0
6172,-2.0
6173,-2.0
6174,0.0
6175,1.0
6176,1.0
6177,0.0
6178,2.0
6179,8.0
6180,6.0
6181,6.0
6182,4.0
6183,1.0
6184,1.0
6185,0.0
6186,0.0
6187,3.0
6188,7.0
6189,10.0
6190,6.0
6191,4.0
6192,2.0
6193,5.0
6194,8.0
6195,4.0
6196,-1.0
6197,-3.0
6198,-4.0
6199,-2.0
6200,1.0
6201,7.0
6202,35.0
6203,17.0
6204,12.0
6205,12.0
6206,9.0
6207,5.0
6208,1.0
6209,1.0
6210,1.0
6211,5.0
6212,25.0
6213,33.0
6214,25.0
6215,13.0
6216,8.0
6217,5.0
6218,5.0
6219,0.0
6220,-6.0
6221,-6.0
6222,-3.0
6223,-1.0
6224,3.0
6225,5.0
6226,7.0
6227,10.0
6228,12.0
6229,16.0
6230,3.0
6231,2.0
6232,0.0
6233,-1.0
6234,0.0
6235,1.0
6236,11.0
6237,28.0
6238,27.0
6239,1.0
6240,-1.0
6241,-1.0
6242,1.0
6243,0.0
6244,1.0
6245,-2.0
6246,-5.0
6247,-2.0
6248,2.0
6249,3.0
6250,2.0
6251,3.0
6252,3.0
6253,-1.0
6254,-5.0
6255,-5.0
6256,-7.0
6257,-6.0
6258,-6.0
6259,-8.0
6260,-9.0
6261,-6.0
6262,-2.0
6263,-1.0
6264,-2.0
6265,-3.0
6266,-3.0
6267,-4.0
6268,-3.0
6269,-3.0
6270,-2.0
6271,0.0
6272,-4.0
6273,-3.0
6274,-1.0
6275,1.0
6276,-1.0
6277,-6.0
6278,-7.0
6279,-7.0
6280,-4.0
6281,-5.0
6282,-7.0
6283,-9.0
6284,-6.0
6285,-4.0
6286,-4.0
6287,-2.0
6288,-3.0
6289,-4.0
6290,-4.0
6291,-3.0
6292,-4.0
6293,-4.0
6294,-3.0
6295,-3.0
6296,-3.0
6297,1.0
6298,2.0
6299,-2.0
6300,-4.0
6301,-4.0
6302,-5.0
6303,985.0
6304,-7.0
6305,-3.0
6306,-3.0
6307,-6.0
6308,5.0
6309,10.0
6310,8.0
6311,6.0
6312,5.0
6313,-4.0
6314,-8.0
6315,-3.0
6316,-3.0
6317,-6.0
6318,-5.0
6319,-4.0
6320,-4.0
6321,1.0
6322,5.0
6323,8.0
6324,11.0
6325,6.0
6326,985.0
6327,0.0
6328,0.0
6329,-1.0
6330,-2.0
6331,-2.0
6332,-3.0
6333,-1.0
6334,2.0
6335,0.0
6336,-2.0
6337,-3.0
6338,-2.0
6339,1.0
6340,2.0
6341,3.0
6342,2.0
6343,3.0
6344,4.0
6345,3.0
6346,5.0
6347,7.0
6348,6.0
6349,4.0
6350,5.0
6351,0.0
6352,-4.0
6353,-2.0
6354,-3.0
6355,-2.0
6356,2.0
6357,5.0
6358,4.0
6359,3.0
6360,3.0
6361,3.0
6362,3.0
6363,2.0
6364,3.0
6365,3.0
6366,1.0
6367,2.0
6368,4.0
6369,16.0
6370,41.0
6371,31.0
6372,25.0
6373,8.0
6374,6.0
6375,6.0
6376,7.0
6377,13.0
6378,6.0
6379,4.0
6380,27.0
6381,59.0
6382,37.0
6383,2.0
6384,4.0
6385,2.0
6386,-3.0
6387,-6.0
6388,-7.0
6389,-6.0
6390,-5.0
6391,-3.0
6392,-2.0
6393,1.0
6394,3.0
6395,-1.0
6396,-4.0
6397,18.0
6398,5.0
6399,3.0
6400,1.0
6401,-2.0
6402,-6.0
6403,-7.0
6404,1.0
6405,9.0
6406,18.0
6407,29.0
6408,20.0
6409,18.0
6410,15.0
6411,9.0
6412,5.0
6413,7.0
6414,4.0
6415,3.0
6416,3.0
6417,2.0
6418,26.0
6419,9.0
6420,10.0
6421,10.0
6422,6.0
6423,9.0
6424,4.0
6425,-1.0
6426,-1.0
6427,1.0
6428,2.0
6429,13.0
6430,19.0
6431,14.0
6432,7.0
6433,13.0
6434,14.0
6435,9.0
6436,3.0
6437,2.0
6438,2.0
6439,-1.0
6440,3.0
6441,26.0
6442,39.0
6443,20.0
6444,21.0
6445,11.0
6446,6.0
6447,4.0
6448,2.0
6449,1.0
6450,0.0
6451,0.0
6452,6.0
6453,22.0
6454,20.0
6455,8.0
6456,7.0
6457,14.0
6458,12.0
6459,9.0
6460,23.0
6461,12.0
6462,10.0
6463,22.0
6464,27.0
6465,49.0
6466,77.0
6467,16.0
6468,20.0
6469,14.0
6470,12.0
6471,10.0
6472,5.0
6473,2.0
6474,0.0
6475,0.0
6476,6.0
6477,16.0
6478,13.0
6479,8.0
6480,3.0
6481,10.0
6482,18.0
6483,3.0
6484,3.0
6485,0.0
6486,0.0
6487,5.0
6488,5.0
6489,7.0
6490,10.0
6491,5.0
6492,2.0
6493,2.0
6494,0.0
6495,-1.0
6496,-2.0
6497,-4.0
6498,-2.0
6499,4.0
6500,12.0
6501,27.0
6502,19.0
6503,-1.0
6504,3.0
6505,6.0
6506,3.0
6507,-2.0
6508,-4.0
6509,-4.0
6510,-1.0
6511,-1.0
6512,4.0
6513,17.0
6514,11.0
6515,19.0
6516,10.0
6517,8.0
6518,6.0
6519,5.0
6520,5.0
6521,3.0
6522,3.0
6523,1.0
6524,14.0
6525,26.0
6526,22.0
6527,15.0
6528,12.0
6529,7.0
6530,2.0
6531,-3.0
6532,-4.0
6533,-4.0
6534,-2.0
6535,-1.0
6536,1.0
6537,5.0
6538,9.0
6539,11.0
6540,15.0
6541,10.0
6542,6.0
6543,4.0
6544,6.0
6545,5.0
6546,5.0
6547,3.0
6548,11.0
6549,27.0
6550,12.0
6551,16.0
6552,12.0
6553,7.0
6554,4.0
6555,7.0
6556,6.0
6557,1.0
6558,-2.0
6559,0.0
6560,3.0
6561,14.0
6562,8.0
6563,20.0
6564,16.0
6565,11.0
6566,15.0
6567,8.0
6568,3.0
6569,3.0
6570,3.0
6571,3.0
6572,19.0
6573,36.0
6574,45.0
6575,16.0
6576,13.0
6577,7.0
6578,8.0
6579,8.0
6580,6.0
6581,7.0
6582,9.0
6583,6.0
6584,6.0
6585,5.0
6586,22.0
6587,34.0
6588,34.0
6589,20.0
6590,14.0
6591,10.0
6592,8.0
6593,5.0
6594,2.0
6595,5.0
6596,7.0
6597,21.0
6598,31.0
6599,40.0
6600,21.0
6601,20.0
6602,17.0
6603,30.0
6604,18.0
6605,6.0
6606,5.0
6607,2.0
6608,985.0
6609,28.0
6610,87.0
6611,50.0
6612,27.0
6613,24.0
6614,-2.0
6615,-4.0
6616,-5.0
6617,-2.0
6618,7.0
6619,13.0
6620,6.0
6621,0.0
6622,-1.0
6623,1.0
6624,1.0
6625,-2.0
6626,-5.0
6627,-5.0
6628,-2.0
6629,-4.0
6630,-6.0
6631,-5.0
6632,-4.0
6633,-3.0
6634,8.0
6635,57.0
6636,56.0
6637,26.0
6638,10.0
6639,2.0
6640,-4.0
6641,-3.0
6642,-4.0
6643,-1.0
6644,2.0
6645,13.0
6646,7.0
6647,3.0
6648,1.0
6649,-3.0
6650,-5.0
6651,-7.0
6652,-4.0
6653,-3.0
6654,-2.0
6655,2.0
6656,8.0
6657,5.0
6658,3.0
6659,1.0
6660,-3.0
6661,-2.0
6662,-3.0
6663,-3.0
6664,-3.0
6665,-2.0
6666,0.0
6667,1.0
6668,20.0
6669,34.0
6670,2.0
6671,3.0
6672,2.0
6673,1.0
6674,0.0
6675,18.0
6676,-1.0
6677,-1.0
6678,3.0
6679,5.0
6680,1.0
6681,26.0
6682,35.0
6683,48.0
6684,17.0
6685,7.0
6686,985.0
6687,3.0
6688,4.0
6689,2.0
6690,1.0
6691,1.0
6692,11.0
6693,30.0
6694,26.0
6695,5.0
6696,9.0
6697,13.0
6698,7.0
6699,2.0
6700,0.0
6701,-1.0
6702,-1.0
6703,2.0
6704,1.0
6705,3.0
6706,8.0
6707,14.0
6708,8.0
6709,4.0
6710,4.0
6711,2.0
6712,985.0
6713,-1.0
6714,-1.0
6715,1.0
6716,14.0
6717,-999.0
6718,-999.0
6719,13.0
6720,11.0
6721,8.0
6722,4.0
6723,18.0
6724,14.0
6725,7.0
6726,2.0
6727,1.0
6728,9.0
6729,53.0
6730,32.0
6731,26.0
6732,18.0
6733,12.0
6734,7.0
6735,6.0
6736,6.0
6737,4.0
6738,4.0
6739,3.0
6740,0.0
6741,2.0
6742,6.0
6743,81.0
6744,20.0
6745,2.0
6746,2.0
6747,3.0
6748,18.0
6749,0.0
6750,0.0
6751,0.0
6752,2.0
6753,5.0
6754,15.0
6755,44.0
6756,-999.0
6757,2.0
6758,-1.0
6759,3.0
6760,14.0
6761,19.0
6762,27.0
6763,35.0
6764,42.0
6765,51.0
6766,59.0
6767,49.0
6768,44.0
6769,38.0
6770,29.0
6771,25.0
6772,24.0
6773,32.0
6774,39.0
6775,39.0
6776,68.0
6777,72.0
6778,81.0
6779,83.0
6780,71.0
6781,70.0
6782,62.0
6783,62.0
6784,59.0
6785,46.0
6786,44.0
6787,41.0
6788,39.0
6789,38.0
6790,48.0
6791,57.0
6792,32.0
6793,10.0
6794,6.0
6795,3.0
6796,6.0
6797,10.0
6798,9.0
6799,8.0
6800,28.0
6801,42.0
6802,45.0
6803,39.0
6804,41.0
6805,40.0
6806,40.0
6807,34.0
6808,30.0
6809,35.0
6810,37.0
6811,45.0
6812,55.0
6813,66.0
6814,73.0
6815,71.0
6816,112.0
6817,72.0
6818,71.0
6819,187.0
6820,-999.0
6821,-999.0
6822,-999.0
6823,-999.0
6824,-999.0
6825,-999.0
6826,-999.0
6827,-999.0
6828,-999.0
6829,-999.0
6830,-999.0
6831,-999.0
6832,-999.0
6833,-999.0
6834,-999.0
6835,-999.0
6836,-999.0
6837,95.0
6838,85.0
6839,72.0
6840,87.0
6841,90.0
6842,51.0
6843,64.0
6844,95.0
6845,27.0
6846,23.0
6847,17.0
6848,18.0
6849,127.0
6850,111.0
6851,106.0
6852,89.0
6853,76.0
6854,59.0
6855,62.0
6856,37.0
6857,30.0
6858,28.0
6859,30.0
6860,31.0
6861,56.0
6862,40.0
6863,24.0
6864,35.0
6865,17.0
6866,17.0
6867,16.0
6868,11.0
6869,10.0
6870,12.0
6871,9.0
6872,17.0
6873,15.0
6874,17.0
6875,18.0
6876,11.0
6877,18.0
6878,18.0
6879,13.0
6880,17.0
6881,25.0
6882,45.0
6883,38.0
6884,71.0
6885,94.0
6886,40.0
6887,26.0
6888,17.0
6889,6.0
6890,18.0
6891,2.0
6892,155.0
6893,2.0
6894,9.0
6895,27.0
6896,76.0
6897,89.0
6898,58.0
6899,50.0
6900,39.0
6901,38.0
6902,30.0
6903,19.0
6904,14.0
6905,11.0
6906,17.0
6907,27.0
6908,71.0
6909,155.0
6910,100.0
6911,24.0
6912,15.0
6913,3.0
6914,1.0
6915,1.0
6916,6.0
6917,5.0
6918,1.0
6919,8.0
6920,45.0
6921,167.0
6922,52.0
6923,4.0
6924,4.0
6925,1.0
6926,-2.0
6927,-5.0
6928,-1.0
6929,1.0
6930,0.0
6931,1.0
6932,6.0
6933,8.0
6934,7.0
6935,12.0
6936,8.0
6937,4.0
6938,-2.0
6939,-5.0
6940,-3.0
6941,-3.0
6942,-1.0
6943,8.0
6944,57.0
6945,75.0
6946,51.0
6947,48.0
6948,46.0
6949,4.0
6950,3.0
6951,2.0
6952,-2.0
6953,2.0
6954,3.0
6955,3.0
6956,31.0
6957,49.0
6958,6.0
6959,7.0
6960,5.0
6961,2.0
6962,2.0
6963,1.0
6964,2.0
6965,1.0
6966,-1.0
6967,12.0
6968,16.0
6969,90.0
6970,62.0
6971,63.0
6972,38.0
6973,33.0
6974,46.0
6975,27.0
6976,11.0
6977,16.0
6978,18.0
6979,23.0
6980,68.0
6981,102.0
6982,68.0
6983,37.0
6984,20.0
6985,24.0
6986,6.0
6987,3.0
6988,0.0
6989,5.0
6990,12.0
6991,14.0
6992,-999.0
6993,20.0
6994,22.0
6995,18.0
6996,15.0
6997,17.0
6998,13.0
6999,6.0
7000,1.0
7001,2.0
7002,6.0
7003,4.0
7004,7.0
7005,27.0
7006,20.0
7007,18.0
7008,23.0
7009,26.0
7010,44.0
7011,62.0
7012,53.0
7013,24.0
7014,12.0
7015,17.0
7016,26.0
7017,27.0
7018,42.0
7019,10.0
7020,29.0
7021,20.0
7022,47.0
7023,25.0
7024,28.0
7025,17.0
7026,44.0
7027,26.0
7028,59.0
7029,58.0
7030,49.0
7031,70.0
7032,20.0
7033,11.0
7034,13.0
7035,11.0
7036,11.0
7037,13.0
7038,19.0
7039,26.0
7040,27.0
7041,33.0
7042,25.0
7043,25.0
7044,24.0
7045,15.0
7046,12.0
7047,12.0
7048,16.0
7049,15.0
7050,14.0
7051,17.0
7052,32.0
7053,59.0
7054,26.0
7055,21.0
7056,32.0
7057,13.0
7058,24.0
7059,21.0
7060,26.0
7061,22.0
7062,13.0
7063,32.0
7064,50.0
7065,59.0
7066,43.0
7067,32.0
7068,18.0
7069,17.0
7070,10.0
7071,9.0
7072,10.0
7073,9.0
7074,11.0
7075,10.0
7076,22.0
7077,39.0
7078,27.0
7079,41.0
7080,40.0
7081,16.0
7082,6.0
7083,6.0
7084,8.0
7085,14.0
7086,21.0
7087,21.0
7088,27.0
7089,37.0
7090,28.0
7091,34.0
7092,26.0
7093,17.0
7094,16.0
7095,10.0
7096,13.0
7097,11.0
7098,14.0
7099,17.0
7100,26.0
7101,57.0
7102,62.0
7103,29.0
7104,29.0
7105,17.0
7106,11.0
7107,11.0
7108,7.0
7109,7.0
7110,8.0
7111,10.0
7112,79.0
7113,102.0
7114,81.0
7115,85.0
7116,69.0
7117,47.0
7118,39.0
7119,30.0
7120,24.0
7121,23.0
7122,17.0
7123,19.0
7124,40.0
7125,64.0
7126,39.0
7127,34.0
7128,41.0
7129,33.0
7130,43.0
7131,40.0
7132,42.0
7133,22.0
7134,19.0
7135,36.0
7136,30.0
7137,24.0
7138,26.0
7139,18.0
7140,21.0
7141,12.0
7142,12.0
7143,6.0
7144,3.0
7145,5.0
7146,6.0
7147,6.0
7148,11.0
7149,18.0
7150,13.0
7151,8.0
7152,5.0
7153,2.0
7154,1.0
7155,4.0
7156,7.0
7157,8.0
7158,13.0
7159,28.0
7160,38.0
7161,59.0
7162,188.0
7163,84.0
7164,73.0
7165,59.0
7166,31.0
7167,23.0
7168,16.0
7169,13.0
7170,18.0
7171,24.0
7172,66.0
7173,90.0
7174,29.0
7175,985.0
7176,12.0
7177,9.0
7178,5.0
7179,9.0
7180,8.0
7181,4.0
7182,0.0
7183,18.0
7184,126.0
7185,110.0
7186,104.0
7187,112.0
7188,91.0
7189,93.0
7190,59.0
7191,34.0
7192,33.0
7193,27.0
7194,25.0
7195,25.0
7196,64.0
7197,148.0
7198,73.0
7199,19.0
7200,22.0
7201,48.0
7202,16.0
7203,4.0
7204,6.0
7205,9.0
7206,5.0
7207,8.0
7208,180.0
7209,97.0
7210,81.0
7211,96.0
7212,70.0
7213,63.0
7214,80.0
7215,42.0
7216,50.0
7217,58.0
7218,36.0
7219,33.0
7220,67.0
7221,170.0
7222,34.0
7223,17.0
7224,16.0
7225,33.0
7226,28.0
7227,13.0
7228,7.0
7229,6.0
7230,6.0
7231,107.0
7232,136.0
7233,112.0
7234,97.0
7235,111.0
7236,92.4
7237,80.7
7238,62.8
7239,46.9
7240,38.9
7241,33.4
7242,27.2
7243,28.6
7244,46.2
7245,89.6
7246,64.8
7247,42.3
7248,30.1
7249,25.5
7250,17.7
7251,13.8
7252,9.9
7253,9.9
7254,7.9
7255,5.4
7256,6.7
7257,47.3
7258,120.2
7259,162.1
7260,145.5
7261,109.7
7262,84.4
7263,62.7
7264,61.3
7265,46.1
7266,47.0
7267,46.0
7268,37.5
7269,64.2
7270,57.1
7271,38.5
7272,26.2
7273,19.1
7274,15.5
7275,15.7
7276,15.3
7277,13.1
7278,12.0
7279,11.0
7280,12.0
7281,10.9
7282,8.9
7283,7.9
7284,6.9
7285,4.9
7286,4.4
7287,3.7
7288,3.7
7289,0.0
7290,-999.0
7291,-999.0
7292,1.9
7293,10.0
7294,11.5
7295,11.5
7296,11.8
7297,9.0
7298,6.9
7299,5.9
7300,4.9
7301,3.9
7302,2.9
7303,12.0
7304,49.5
7305,105.3
7306,96.6
7307,87.3
7308,83.6
7309,73.3
7310,71.1
7311,50.0
7312,29.0
7313,17.0
7314,9.5
7315,6.7
7316,6.3
7317,6.1
7318,9.0
7319,9.0
7320,7.0
7321,6.4
7322,12.2
7323,9.1
7324,6.5
7325,4.2
7326,10.6
7327,22.8
7328,24.9
7329,34.9
7330,45.9
7331,64.0
7332,48.0
7333,44.0
7334,32.5
7335,28.7
7336,21.3
7337,14.6
7338,8.3
7339,4.1
7340,4.0
7341,3.5
7342,3.2
7343,3.6
7344,2.8
7345,1.8
7346,2.4
7347,2.2
7348,7.1
7349,10.0
7350,8.0
7351,7.5
7352,14.2
7353,14.1
7354,17.0
7355,12.0
7356,13.5
7357,10.2
7358,6.6
7359,4.3
7360,1.6
7361,-999.0
7362,0.0
7363,0.0
7364,3.4
7365,15.2
7366,21.6
7367,21.6
7368,24.5
7369,21.3
7370,18.5
7371,16.7
7372,11.7
7373,10.8
7374,11.9
7375,21.9
7376,17.9
7377,14.9
7378,11.4
7379,11.4
7380,7.1
7381,-999.0
7382,0.4
7383,-999.0
7384,-999.0
7385,-999.0
7386,-999.0
7387,-999.0
7388,-999.0
7389,1.3
7390,5.6
7391,6.3
7392,11.6
7393,16.3
7394,11.1
7395,10.5
7396,12.7
7397,14.9
7398,11.9
7399,15.4
7400,17.7
7401,13.3
7402,10.1
7403,9.5
7404,25.7
7405,16.8
7406,14.9
7407,11.4
7408,8.2
7409,6.6
7410,5.8
7411,8.4
7412,18.7
7413,28.3
7414,49.1
7415,63.6
7416,57.3
7417,58.6
7418,43.8
7419,29.9
7420,18.4
7421,10.7
7422,7.8
7423,60.4
7424,121.2
7425,124.6
7426,124.8
7427,118.9
7428,132.4
7429,146.7
7430,137.8
7431,132.9
7432,129.9
7433,125.0
7434,116.7
7435,89.7
7436,68.3
7437,64.1
7438,39.0
7439,25.0
7440,16.4
7441,9.7
7442,5.3
7443,4.6
7444,5.8
7445,5.8
7446,5.4
7447,42.7
7448,113.8
7449,121.9
7450,120.4
7451,120.2
7452,122.1
7453,115.0
7454,112.0
7455,115.5
7456,100.7
7457,69.8
7458,55.4
7459,51.7
7460,41.3
7461,66.6
7462,90.8
7463,57.4
7464,42.1
7465,33.0
7466,20.0
7467,13.5
7468,9.2
7469,5.6
7470,5.3
7471,5.6
7472,34.3
7473,26.1
7474,21.0
7475,18.5
7476,16.2
7477,12.6
7478,11.8
7479,8.9
7480,3.9
7481,1.4
7482,0.2
7483,-999.0
7484,3.3
7485,3.2
7486,5.0
7487,9.6
7488,9.2
7489,9.1
7490,9.0
7491,9.0
7492,8.5
7493,12.7
7494,10.3
7495,14.6
7496,20.3
7497,24.1
7498,26.5
7499,35.7
7500,26.4
7501,15.1
7502,9.0
7503,6.5
7504,4.7
7505,2.8
7506,2.4
7507,1.7
7508,6.3
7509,7.6
7510,8.8
7511,7.4
7512,9.2
7513,9.1
7514,6.5
7515,3.7
7516,2.8
7517,3.4
7518,9.2
7519,6.6
7520,6.3
7521,6.1
7522,47.5
7523,65.8
7524,68.9
7525,71.4
7526,64.7
7527,61.8
7528,47.9
7529,47.9
7530,-999.0
7531,-999.0
7532,65.2
7533,101.5
7534,86.0
7535,55.8
7536,36.1
7537,24.5
7538,19.2
7539,15.1
7540,10.5
7541,6.7
7542,3.8
7543,9.4
7544,11.2
7545,10.0
7546,9.0
7547,68.5
7548,90.7
7549,84.3
7550,65.7
7551,56.8
7552,32.4
7553,31.2
7554,30.1
7555,31.0
7556,65.0
7557,103.5
7558,92.7
7559,47.8
7560,25.4
7561,13.7
7562,6.3
7563,2.6
7564,2.8
7565,4.4
7566,8.7
7567,16.3
7568,22.1
7569,17.5
7570,23.2
7571,35.1
7572,38.5
7573,36.2
7574,21.1
7575,13.5
7576,8.2
7577,5.1
7578,7.0
7579,15.5
7580,37.2
7581,68.1
7582,71.5
7583,36.7
7584,20.8
7585,10.9
7586,10.9
7587,0.9
7588,-999.0
7589,1.7
7590,7.0
7591,23.7
7592,72.2
7593,90.7
7594,81.3
7595,78.6
7596,82.8
7597,75.9
7598,66.4
7599,61.7
7600,57.3
7601,49.1
7602,36.0
7603,33.5
7604,39.7
7605,71.3
7606,66.1
7607,54.5
7608,49.7
7609,27.3
7610,15.1
7611,8.5
7612,6.7
7613,8.3
7614,10.6
7615,16.3
7616,13.1
7617,15.0
7618,17.0
7619,23.5
7620,44.2
7621,75.1
7622,79.5
7623,65.2
7624,50.6
7625,52.3
7626,60.6
7627,79.8
7628,97.4
7629,130.2
7630,116.1
7631,73.0
7632,39.5
7633,21.2
7634,10.1
7635,5.0
7636,6.5
7637,9.2
7638,13.6
7639,33.3
7640,61.6
7641,74.3
7642,72.6
7643,90.3
7644,88.1
7645,92.1
7646,88.5
7647,93.2
7648,82.1
7649,74.0
7650,62.5
7651,54.2
7652,64.6
7653,114.8
7654,176.9
7655,133.9
7656,98.9
7657,67.9
7658,38.9
7659,22.4
7660,14.2
7661,9.1
7662,6.5
7663,22.2
7664,122.6
7665,125.3
7666,113.1
7667,108.0
7668,108.0
7669,114.7
7670,99.4
7671,94.4
7672,81.8
7673,66.1
7674,91.8
7675,78.8
7676,150.0
7677,220.1
7678,196.5
7679,133.2
7680,92.1
7681,66.0
7682,42.0
7683,28.4
7684,21.7
7685,16.3
7686,14.6
7687,18.8
7688,75.9
7689,163.9
7690,165.9
7691,137.9
7692,130.5
7693,110.7
7694,93.8
7695,76.9
7696,72.9
7697,56.4
7698,49.7
7699,51.8
7700,70.9
7701,132.4
7702,132.4
7703,146.8
7704,105.7
7705,70.1
7706,59.7
7707,59.8
7708,51.8
7709,52.9
7710,53.9
7711,71.5
7712,110.7
7713,104.3
7714,201.2
7715,240.6
7716,190.3
7717,277.1
7718,263.6
7719,196.3
7720,122.1
7721,84.0
7722,57.5
7723,58.7
7724,88.3
7725,153.7
7726,190.3
7727,190.3
7728,84.0
7729,90.8
7730,65.8
7731,93.2
7732,71.2
7733,51.4
7734,71.3
7735,176.8
7736,218.5
7737,156.7
7738,133.8
7739,140.4
7740,132.7
7741,109.8
7742,174.9
7743,210.9
7744,186.0
