id,type,source,unit,date,value1,value2,value3
3115,PM2.5,Stateair.mn,µg/m3,2016-04-25 06:00:00,29.0,33.0,38.0
3116,PM2.5,Stateair.mn,µg/m3,2016-04-25 07:00:00,39.0,29.0,33.0
3117,PM2.5,Stateair.mn,µg/m3,2016-04-25 08:00:00,28.0,39.0,29.0
3118,PM2.5,Stateair.mn,µg/m3,2016-04-25 09:00:00,35.0,28.0,39.0
3119,PM2.5,Stateair.mn,µg/m3,2016-04-25 10:00:00,40.0,35.0,28.0
3120,PM2.5,Stateair.mn,µg/m3,2016-04-25 11:00:00,35.0,40.0,35.0
3121,PM2.5,Stateair.mn,µg/m3,2016-04-25 12:00:00,56.0,35.0,40.0
3122,PM2.5,Stateair.mn,µg/m3,2016-04-25 13:00:00,58.0,56.0,35.0
3123,PM2.5,Stateair.mn,µg/m3,2016-04-25 14:00:00,45.0,58.0,56.0
3124,PM2.5,Stateair.mn,µg/m3,2016-04-25 15:00:00,26.0,45.0,58.0
3125,PM2.5,Stateair.mn,µg/m3,2016-04-25 16:00:00,28.0,26.0,45.0
3126,PM2.5,Stateair.mn,µg/m3,2016-04-25 17:00:00,33.0,28.0,26.0
3127,PM2.5,Stateair.mn,µg/m3,2016-04-25 18:00:00,21.0,33.0,28.0
3128,PM2.5,Stateair.mn,µg/m3,2016-04-25 19:00:00,20.0,21.0,33.0
3129,PM2.5,Stateair.mn,µg/m3,2016-04-25 20:00:00,17.0,20.0,21.0
3130,PM2.5,Stateair.mn,µg/m3,2016-04-25 21:00:00,15.0,17.0,20.0
3131,PM2.5,Stateair.mn,µg/m3,2016-04-25 22:00:00,21.0,15.0,17.0
3132,PM2.5,Stateair.mn,µg/m3,2016-04-25 23:00:00,31.0,21.0,15.0
3133,PM2.5,Stateair.mn,µg/m3,2016-04-26 00:00:00,30.0,31.0,21.0
3134,PM2.5,Stateair.mn,µg/m3,2016-04-26 01:00:00,24.0,30.0,31.0
3135,PM2.5,Stateair.mn,µg/m3,2016-04-26 02:00:00,23.0,24.0,30.0
3136,PM2.5,Stateair.mn,µg/m3,2016-04-26 03:00:00,19.0,23.0,24.0
3137,PM2.5,Stateair.mn,µg/m3,2016-04-26 04:00:00,26.0,19.0,23.0
3138,PM2.5,Stateair.mn,µg/m3,2016-04-26 05:00:00,19.0,26.0,19.0
3139,PM2.5,Stateair.mn,µg/m3,2016-04-26 06:00:00,24.0,19.0,26.0
3140,PM2.5,Stateair.mn,µg/m3,2016-04-26 07:00:00,19.0,24.0,19.0
3141,PM2.5,Stateair.mn,µg/m3,2016-04-26 08:00:00,20.0,19.0,24.0
3142,PM2.5,Stateair.mn,µg/m3,2016-04-26 09:00:00,19.0,20.0,19.0
3143,PM2.5,Stateair.mn,µg/m3,2016-04-26 10:00:00,48.0,19.0,20.0
3144,PM2.5,Stateair.mn,µg/m3,2016-04-26 11:00:00,41.0,48.0,19.0
3145,PM2.5,Stateair.mn,µg/m3,2016-04-26 12:00:00,47.0,41.0,48.0
3146,PM2.5,Stateair.mn,µg/m3,2016-04-26 13:00:00,41.0,47.0,41.0
3147,PM2.5,Stateair.mn,µg/m3,2016-04-26 14:00:00,34.0,41.0,47.0
3148,PM2.5,Stateair.mn,µg/m3,2016-04-26 15:00:00,24.0,34.0,41.0
3149,PM2.5,Stateair.mn,µg/m3,2016-04-26 16:00:00,17.0,24.0,34.0
3150,PM2.5,Stateair.mn,µg/m3,2016-04-26 17:00:00,16.0,17.0,24.0
3151,PM2.5,Stateair.mn,µg/m3,2016-04-26 18:00:00,15.0,16.0,17.0
3152,PM2.5,Stateair.mn,µg/m3,2016-04-26 19:00:00,16.0,15.0,16.0
3153,PM2.5,Stateair.mn,µg/m3,2016-04-26 20:00:00,15.0,16.0,15.0
3154,PM2.5,Stateair.mn,µg/m3,2016-04-26 21:00:00,18.0,15.0,16.0
3155,PM2.5,Stateair.mn,µg/m3,2016-04-26 22:00:00,18.0,18.0,15.0
3156,PM2.5,Stateair.mn,µg/m3,2016-04-26 23:00:00,19.0,18.0,18.0
3157,PM2.5,Stateair.mn,µg/m3,2016-04-27 00:00:00,46.0,19.0,18.0
3158,PM2.5,Stateair.mn,µg/m3,2016-04-27 01:00:00,37.0,46.0,19.0
3159,PM2.5,Stateair.mn,µg/m3,2016-04-27 02:00:00,33.0,37.0,46.0
3160,PM2.5,Stateair.mn,µg/m3,2016-04-27 03:00:00,41.0,33.0,37.0
3161,PM2.5,Stateair.mn,µg/m3,2016-04-27 04:00:00,44.0,41.0,33.0
3162,PM2.5,Stateair.mn,µg/m3,2016-04-27 05:00:00,23.0,44.0,41.0
3163,PM2.5,Stateair.mn,µg/m3,2016-04-27 06:00:00,23.0,23.0,44.0
3164,PM2.5,Stateair.mn,µg/m3,2016-04-27 07:00:00,995.0,23.0,23.0
3165,PM2.5,Stateair.mn,µg/m3,2016-04-27 08:00:00,17.0,995.0,23.0
3166,PM2.5,Stateair.mn,µg/m3,2016-04-27 09:00:00,15.0,17.0,995.0
3167,PM2.5,Stateair.mn,µg/m3,2016-04-27 10:00:00,17.0,15.0,17.0
3168,PM2.5,Stateair.mn,µg/m3,2016-04-27 11:00:00,17.0,17.0,15.0
3169,PM2.5,Stateair.mn,µg/m3,2016-04-27 12:00:00,17.0,17.0,17.0
3170,PM2.5,Stateair.mn,µg/m3,2016-04-27 13:00:00,18.0,17.0,17.0
3171,PM2.5,Stateair.mn,µg/m3,2016-04-27 14:00:00,17.0,18.0,17.0
3172,PM2.5,Stateair.mn,µg/m3,2016-04-27 15:00:00,16.0,17.0,18.0
3173,PM2.5,Stateair.mn,µg/m3,2016-04-27 16:00:00,15.0,16.0,17.0
3174,PM2.5,Stateair.mn,µg/m3,2016-04-27 17:00:00,13.0,15.0,16.0
3175,PM2.5,Stateair.mn,µg/m3,2016-04-27 18:00:00,10.0,13.0,15.0
3176,PM2.5,Stateair.mn,µg/m3,2016-04-27 19:00:00,11.0,10.0,13.0
3177,PM2.5,Stateair.mn,µg/m3,2016-04-27 20:00:00,14.0,11.0,10.0
3178,PM2.5,Stateair.mn,µg/m3,2016-04-27 21:00:00,13.0,14.0,11.0
3179,PM2.5,Stateair.mn,µg/m3,2016-04-27 22:00:00,11.0,13.0,14.0
3180,PM2.5,Stateair.mn,µg/m3,2016-04-27 23:00:00,17.0,11.0,13.0
3181,PM2.5,Stateair.mn,µg/m3,2016-04-28 00:00:00,16.0,17.0,11.0
3182,PM2.5,Stateair.mn,µg/m3,2016-04-28 01:00:00,17.0,16.0,17.0
3183,PM2.5,Stateair.mn,µg/m3,2016-04-28 02:00:00,17.0,17.0,16.0
3184,PM2.5,Stateair.mn,µg/m3,2016-04-28 03:00:00,14.0,17.0,17.0
3185,PM2.5,Stateair.mn,µg/m3,2016-04-28 04:00:00,17.0,14.0,17.0
3186,PM2.5,Stateair.mn,µg/m3,2016-04-28 05:00:00,17.0,17.0,14.0
3187,PM2.5,Stateair.mn,µg/m3,2016-04-28 06:00:00,14.0,17.0,17.0
3188,PM2.5,Stateair.mn,µg/m3,2016-04-28 07:00:00,14.0,14.0,17.0
3189,PM2.5,Stateair.mn,µg/m3,2016-04-28 08:00:00,13.0,14.0,14.0
3190,PM2.5,Stateair.mn,µg/m3,2016-04-28 09:00:00,13.0,13.0,14.0
3191,PM2.5,Stateair.mn,µg/m3,2016-04-28 10:00:00,13.0,13.0,13.0
3192,PM2.5,Stateair.mn,µg/m3,2016-04-28 11:00:00,16.0,13.0,13.0
3193,PM2.5,Stateair.mn,µg/m3,2016-04-28 12:00:00,16.0,16.0,13.0
3194,PM2.5,Stateair.mn,µg/m3,2016-04-28 13:00:00,995.0,16.0,16.0
3195,PM2.5,Stateair.mn,µg/m3,2016-04-28 14:00:00,18.0,995.0,16.0
3196,PM2.5,Stateair.mn,µg/m3,2016-04-28 15:00:00,15.0,18.0,995.0
3197,PM2.5,Stateair.mn,µg/m3,2016-04-28 16:00:00,17.0,15.0,18.0
3198,PM2.5,Stateair.mn,µg/m3,2016-04-28 17:00:00,17.0,17.0,15.0
3199,PM2.5,Stateair.mn,µg/m3,2016-04-28 18:00:00,16.0,17.0,17.0
3200,PM2.5,Stateair.mn,µg/m3,2016-04-28 19:00:00,16.0,16.0,17.0
3201,PM2.5,Stateair.mn,µg/m3,2016-04-28 20:00:00,15.0,16.0,16.0
3202,PM2.5,Stateair.mn,µg/m3,2016-04-28 21:00:00,17.0,15.0,16.0
3203,PM2.5,Stateair.mn,µg/m3,2016-04-28 22:00:00,21.0,17.0,15.0
3204,PM2.5,Stateair.mn,µg/m3,2016-04-28 23:00:00,27.0,21.0,17.0
3205,PM2.5,Stateair.mn,µg/m3,2016-04-29 00:00:00,49.0,27.0,21.0
3206,PM2.5,Stateair.mn,µg/m3,2016-04-29 01:00:00,-999.0,49.0,27.0
3207,PM2.5,Stateair.mn,µg/m3,2016-04-29 02:00:00,36.0,-999.0,49.0
3208,PM2.5,Stateair.mn,µg/m3,2016-04-29 03:00:00,33.0,36.0,-999.0
3209,PM2.5,Stateair.mn,µg/m3,2016-04-29 04:00:00,36.0,33.0,36.0
3210,PM2.5,Stateair.mn,µg/m3,2016-04-29 05:00:00,27.0,36.0,33.0
3211,PM2.5,Stateair.mn,µg/m3,2016-04-29 06:00:00,26.0,27.0,36.0
3212,PM2.5,Stateair.mn,µg/m3,2016-04-29 07:00:00,26.0,26.0,27.0
3213,PM2.5,Stateair.mn,µg/m3,2016-04-29 08:00:00,26.0,26.0,26.0
3214,PM2.5,Stateair.mn,µg/m3,2016-04-29 09:00:00,32.0,26.0,26.0
3215,PM2.5,Stateair.mn,µg/m3,2016-04-29 10:00:00,41.0,32.0,26.0
3216,PM2.5,Stateair.mn,µg/m3,2016-04-29 11:00:00,59.0,41.0,32.0
3217,PM2.5,Stateair.mn,µg/m3,2016-04-29 12:00:00,46.0,59.0,41.0
3218,PM2.5,Stateair.mn,µg/m3,2016-04-29 13:00:00,22.0,46.0,59.0
3219,PM2.5,Stateair.mn,µg/m3,2016-04-29 14:00:00,20.0,22.0,46.0
3220,PM2.5,Stateair.mn,µg/m3,2016-04-29 15:00:00,18.0,20.0,22.0
3221,PM2.5,Stateair.mn,µg/m3,2016-04-29 16:00:00,15.0,18.0,20.0
3222,PM2.5,Stateair.mn,µg/m3,2016-04-29 17:00:00,995.0,15.0,18.0
3223,PM2.5,Stateair.mn,µg/m3,2016-04-29 18:00:00,995.0,995.0,15.0
3224,PM2.5,Stateair.mn,µg/m3,2016-04-29 19:00:00,995.0,995.0,995.0
3225,PM2.5,Stateair.mn,µg/m3,2016-04-29 20:00:00,995.0,995.0,995.0
3226,PM2.5,Stateair.mn,µg/m3,2016-04-29 21:00:00,14.0,995.0,995.0
3227,PM2.5,Stateair.mn,µg/m3,2016-04-29 22:00:00,19.0,14.0,995.0
3228,PM2.5,Stateair.mn,µg/m3,2016-04-29 23:00:00,26.0,19.0,14.0
3229,PM2.5,Stateair.mn,µg/m3,2016-04-30 00:00:00,57.0,26.0,19.0
3230,PM2.5,Stateair.mn,µg/m3,2016-04-30 01:00:00,65.0,57.0,26.0
3231,PM2.5,Stateair.mn,µg/m3,2016-04-30 02:00:00,49.0,65.0,57.0
3232,PM2.5,Stateair.mn,µg/m3,2016-04-30 03:00:00,39.0,49.0,65.0
3233,PM2.5,Stateair.mn,µg/m3,2016-04-30 04:00:00,24.0,39.0,49.0
3234,PM2.5,Stateair.mn,µg/m3,2016-04-30 05:00:00,27.0,24.0,39.0
3235,PM2.5,Stateair.mn,µg/m3,2016-04-30 06:00:00,30.0,27.0,24.0
3236,PM2.5,Stateair.mn,µg/m3,2016-04-30 07:00:00,21.0,30.0,27.0
3237,PM2.5,Stateair.mn,µg/m3,2016-04-30 08:00:00,22.0,21.0,30.0
3238,PM2.5,Stateair.mn,µg/m3,2016-04-30 09:00:00,21.0,22.0,21.0
3239,PM2.5,Stateair.mn,µg/m3,2016-04-30 10:00:00,23.0,21.0,22.0
3240,PM2.5,Stateair.mn,µg/m3,2016-04-30 11:00:00,25.0,23.0,21.0
3241,PM2.5,Stateair.mn,µg/m3,2016-04-30 12:00:00,26.0,25.0,23.0
3242,PM2.5,Stateair.mn,µg/m3,2016-04-30 13:00:00,23.0,26.0,25.0
3243,PM2.5,Stateair.mn,µg/m3,2016-04-30 14:00:00,24.0,23.0,26.0
3244,PM2.5,Stateair.mn,µg/m3,2016-04-30 15:00:00,22.0,24.0,23.0
3245,PM2.5,Stateair.mn,µg/m3,2016-04-30 16:00:00,16.0,22.0,24.0
3246,PM2.5,Stateair.mn,µg/m3,2016-04-30 17:00:00,12.0,16.0,22.0
3247,PM2.5,Stateair.mn,µg/m3,2016-04-30 18:00:00,11.0,12.0,16.0
3248,PM2.5,Stateair.mn,µg/m3,2016-04-30 19:00:00,8.0,11.0,12.0
3249,PM2.5,Stateair.mn,µg/m3,2016-04-30 20:00:00,9.0,8.0,11.0
3250,PM2.5,Stateair.mn,µg/m3,2016-04-30 21:00:00,10.0,9.0,8.0
3251,PM2.5,Stateair.mn,µg/m3,2016-04-30 22:00:00,16.0,10.0,9.0
3252,PM2.5,Stateair.mn,µg/m3,2016-04-30 23:00:00,19.0,16.0,10.0
3253,PM2.5,Stateair.mn,µg/m3,2016-05-01 00:00:00,19.0,19.0,16.0
3254,PM2.5,Stateair.mn,µg/m3,2016-05-01 01:00:00,18.0,19.0,19.0
3255,PM2.5,Stateair.mn,µg/m3,2016-05-01 02:00:00,15.0,18.0,19.0
3256,PM2.5,Stateair.mn,µg/m3,2016-05-01 03:00:00,16.0,15.0,18.0
3257,PM2.5,Stateair.mn,µg/m3,2016-05-01 04:00:00,14.0,16.0,15.0
3258,PM2.5,Stateair.mn,µg/m3,2016-05-01 05:00:00,12.0,14.0,16.0
3259,PM2.5,Stateair.mn,µg/m3,2016-05-01 06:00:00,12.0,12.0,14.0
3260,PM2.5,Stateair.mn,µg/m3,2016-05-01 07:00:00,12.0,12.0,12.0
3261,PM2.5,Stateair.mn,µg/m3,2016-05-01 08:00:00,11.0,12.0,12.0
3262,PM2.5,Stateair.mn,µg/m3,2016-05-01 09:00:00,12.0,11.0,12.0
3263,PM2.5,Stateair.mn,µg/m3,2016-05-01 10:00:00,14.0,12.0,11.0
3264,PM2.5,Stateair.mn,µg/m3,2016-05-01 11:00:00,21.0,14.0,12.0
3265,PM2.5,Stateair.mn,µg/m3,2016-05-01 12:00:00,37.0,21.0,14.0
3266,PM2.5,Stateair.mn,µg/m3,2016-05-01 13:00:00,31.0,37.0,21.0
3267,PM2.5,Stateair.mn,µg/m3,2016-05-01 14:00:00,22.0,31.0,37.0
3268,PM2.5,Stateair.mn,µg/m3,2016-05-01 15:00:00,19.0,22.0,31.0
3269,PM2.5,Stateair.mn,µg/m3,2016-05-01 16:00:00,18.0,19.0,22.0
3270,PM2.5,Stateair.mn,µg/m3,2016-05-01 17:00:00,16.0,18.0,19.0
3271,PM2.5,Stateair.mn,µg/m3,2016-05-01 18:00:00,14.0,16.0,18.0
3272,PM2.5,Stateair.mn,µg/m3,2016-05-01 19:00:00,13.0,14.0,16.0
3273,PM2.5,Stateair.mn,µg/m3,2016-05-01 20:00:00,12.0,13.0,14.0
3274,PM2.5,Stateair.mn,µg/m3,2016-05-01 21:00:00,14.0,12.0,13.0
3275,PM2.5,Stateair.mn,µg/m3,2016-05-01 22:00:00,18.0,14.0,12.0
3276,PM2.5,Stateair.mn,µg/m3,2016-05-01 23:00:00,21.0,18.0,14.0
3277,PM2.5,Stateair.mn,µg/m3,2016-05-02 00:00:00,38.0,21.0,18.0
3278,PM2.5,Stateair.mn,µg/m3,2016-05-02 01:00:00,125.0,38.0,21.0
3279,PM2.5,Stateair.mn,µg/m3,2016-05-02 02:00:00,91.0,125.0,38.0
3280,PM2.5,Stateair.mn,µg/m3,2016-05-02 03:00:00,43.0,91.0,125.0
3281,PM2.5,Stateair.mn,µg/m3,2016-05-02 04:00:00,30.0,43.0,91.0
3282,PM2.5,Stateair.mn,µg/m3,2016-05-02 05:00:00,26.0,30.0,43.0
3283,PM2.5,Stateair.mn,µg/m3,2016-05-02 06:00:00,27.0,26.0,30.0
3284,PM2.5,Stateair.mn,µg/m3,2016-05-02 07:00:00,22.0,27.0,26.0
3285,PM2.5,Stateair.mn,µg/m3,2016-05-02 08:00:00,23.0,22.0,27.0
3286,PM2.5,Stateair.mn,µg/m3,2016-05-02 09:00:00,26.0,23.0,22.0
3287,PM2.5,Stateair.mn,µg/m3,2016-05-02 10:00:00,57.0,26.0,23.0
3288,PM2.5,Stateair.mn,µg/m3,2016-05-02 11:00:00,79.0,57.0,26.0
3289,PM2.5,Stateair.mn,µg/m3,2016-05-02 12:00:00,-999.0,79.0,57.0
3290,PM2.5,Stateair.mn,µg/m3,2016-05-02 13:00:00,995.0,-999.0,79.0
3291,PM2.5,Stateair.mn,µg/m3,2016-05-02 14:00:00,21.0,995.0,-999.0
3292,PM2.5,Stateair.mn,µg/m3,2016-05-02 15:00:00,18.0,21.0,995.0
3293,PM2.5,Stateair.mn,µg/m3,2016-05-02 16:00:00,15.0,18.0,21.0
3294,PM2.5,Stateair.mn,µg/m3,2016-05-02 17:00:00,15.0,15.0,18.0
3295,PM2.5,Stateair.mn,µg/m3,2016-05-02 18:00:00,16.0,15.0,15.0
3296,PM2.5,Stateair.mn,µg/m3,2016-05-02 19:00:00,14.0,16.0,15.0
3297,PM2.5,Stateair.mn,µg/m3,2016-05-02 20:00:00,13.0,14.0,16.0
3298,PM2.5,Stateair.mn,µg/m3,2016-05-02 21:00:00,13.0,13.0,14.0
3299,PM2.5,Stateair.mn,µg/m3,2016-05-02 22:00:00,16.0,13.0,13.0
3300,PM2.5,Stateair.mn,µg/m3,2016-05-02 23:00:00,16.0,16.0,13.0
3301,PM2.5,Stateair.mn,µg/m3,2016-05-03 00:00:00,15.0,16.0,16.0
3302,PM2.5,Stateair.mn,µg/m3,2016-05-03 01:00:00,111.0,15.0,16.0
3303,PM2.5,Stateair.mn,µg/m3,2016-05-03 02:00:00,51.0,111.0,15.0
3304,PM2.5,Stateair.mn,µg/m3,2016-05-03 03:00:00,36.0,51.0,111.0
3305,PM2.5,Stateair.mn,µg/m3,2016-05-03 04:00:00,29.0,36.0,51.0
3306,PM2.5,Stateair.mn,µg/m3,2016-05-03 05:00:00,24.0,29.0,36.0
3307,PM2.5,Stateair.mn,µg/m3,2016-05-03 06:00:00,21.0,24.0,29.0
3308,PM2.5,Stateair.mn,µg/m3,2016-05-03 07:00:00,21.0,21.0,24.0
3309,PM2.5,Stateair.mn,µg/m3,2016-05-03 08:00:00,25.0,21.0,21.0
3310,PM2.5,Stateair.mn,µg/m3,2016-05-03 09:00:00,29.0,25.0,21.0
3311,PM2.5,Stateair.mn,µg/m3,2016-05-03 10:00:00,34.0,29.0,25.0
3312,PM2.5,Stateair.mn,µg/m3,2016-05-03 11:00:00,26.0,34.0,29.0
3313,PM2.5,Stateair.mn,µg/m3,2016-05-03 12:00:00,24.0,26.0,34.0
3314,PM2.5,Stateair.mn,µg/m3,2016-05-03 13:00:00,19.0,24.0,26.0
3315,PM2.5,Stateair.mn,µg/m3,2016-05-03 14:00:00,13.0,19.0,24.0
3316,PM2.5,Stateair.mn,µg/m3,2016-05-03 15:00:00,11.0,13.0,19.0
3317,PM2.5,Stateair.mn,µg/m3,2016-05-03 16:00:00,-999.0,11.0,13.0
3318,PM2.5,Stateair.mn,µg/m3,2016-05-03 17:00:00,16.0,-999.0,11.0
3319,PM2.5,Stateair.mn,µg/m3,2016-05-03 18:00:00,15.0,16.0,-999.0
3320,PM2.5,Stateair.mn,µg/m3,2016-05-03 19:00:00,15.0,15.0,16.0
3321,PM2.5,Stateair.mn,µg/m3,2016-05-03 20:00:00,14.0,15.0,15.0
3322,PM2.5,Stateair.mn,µg/m3,2016-05-03 21:00:00,60.0,14.0,15.0
3323,PM2.5,Stateair.mn,µg/m3,2016-05-03 22:00:00,17.0,60.0,14.0
3324,PM2.5,Stateair.mn,µg/m3,2016-05-03 23:00:00,18.0,17.0,60.0
3325,PM2.5,Stateair.mn,µg/m3,2016-05-04 00:00:00,91.0,18.0,17.0
3326,PM2.5,Stateair.mn,µg/m3,2016-05-04 01:00:00,64.0,91.0,18.0
3327,PM2.5,Stateair.mn,µg/m3,2016-05-04 02:00:00,995.0,64.0,91.0
3328,PM2.5,Stateair.mn,µg/m3,2016-05-04 03:00:00,31.0,995.0,64.0
3329,PM2.5,Stateair.mn,µg/m3,2016-05-04 04:00:00,30.0,31.0,995.0
3330,PM2.5,Stateair.mn,µg/m3,2016-05-04 05:00:00,26.0,30.0,31.0
3331,PM2.5,Stateair.mn,µg/m3,2016-05-04 06:00:00,27.0,26.0,30.0
3332,PM2.5,Stateair.mn,µg/m3,2016-05-04 07:00:00,19.0,27.0,26.0
3333,PM2.5,Stateair.mn,µg/m3,2016-05-04 08:00:00,25.0,19.0,27.0
3334,PM2.5,Stateair.mn,µg/m3,2016-05-04 09:00:00,20.0,25.0,19.0
3335,PM2.5,Stateair.mn,µg/m3,2016-05-04 10:00:00,20.0,20.0,25.0
3336,PM2.5,Stateair.mn,µg/m3,2016-05-04 11:00:00,24.0,20.0,20.0
3337,PM2.5,Stateair.mn,µg/m3,2016-05-04 12:00:00,22.0,24.0,20.0
3338,PM2.5,Stateair.mn,µg/m3,2016-05-04 13:00:00,21.0,22.0,24.0
3339,PM2.5,Stateair.mn,µg/m3,2016-05-04 14:00:00,20.0,21.0,22.0
3340,PM2.5,Stateair.mn,µg/m3,2016-05-04 15:00:00,23.0,20.0,21.0
3341,PM2.5,Stateair.mn,µg/m3,2016-05-04 16:00:00,20.0,23.0,20.0
3342,PM2.5,Stateair.mn,µg/m3,2016-05-04 17:00:00,21.0,20.0,23.0
3343,PM2.5,Stateair.mn,µg/m3,2016-05-04 18:00:00,20.0,21.0,20.0
3344,PM2.5,Stateair.mn,µg/m3,2016-05-04 19:00:00,16.0,20.0,21.0
3345,PM2.5,Stateair.mn,µg/m3,2016-05-04 20:00:00,18.0,16.0,20.0
3346,PM2.5,Stateair.mn,µg/m3,2016-05-04 21:00:00,20.0,18.0,16.0
3347,PM2.5,Stateair.mn,µg/m3,2016-05-04 22:00:00,19.0,20.0,18.0
3348,PM2.5,Stateair.mn,µg/m3,2016-05-04 23:00:00,16.0,19.0,20.0
3349,PM2.5,Stateair.mn,µg/m3,2016-05-05 00:00:00,15.0,16.0,19.0
3350,PM2.5,Stateair.mn,µg/m3,2016-05-05 01:00:00,16.0,15.0,16.0
3351,PM2.5,Stateair.mn,µg/m3,2016-05-05 02:00:00,14.0,16.0,15.0
3352,PM2.5,Stateair.mn,µg/m3,2016-05-05 03:00:00,12.0,14.0,16.0
3353,PM2.5,Stateair.mn,µg/m3,2016-05-05 04:00:00,11.0,12.0,14.0
3354,PM2.5,Stateair.mn,µg/m3,2016-05-05 05:00:00,14.0,11.0,12.0
3355,PM2.5,Stateair.mn,µg/m3,2016-05-05 06:00:00,13.0,14.0,11.0
3356,PM2.5,Stateair.mn,µg/m3,2016-05-05 07:00:00,10.0,13.0,14.0
3357,PM2.5,Stateair.mn,µg/m3,2016-05-05 08:00:00,11.0,10.0,13.0
3358,PM2.5,Stateair.mn,µg/m3,2016-05-05 09:00:00,12.0,11.0,10.0
3359,PM2.5,Stateair.mn,µg/m3,2016-05-05 10:00:00,17.0,12.0,11.0
3360,PM2.5,Stateair.mn,µg/m3,2016-05-05 11:00:00,20.0,17.0,12.0
3361,PM2.5,Stateair.mn,µg/m3,2016-05-05 12:00:00,19.0,20.0,17.0
3362,PM2.5,Stateair.mn,µg/m3,2016-05-05 13:00:00,21.0,19.0,20.0
3363,PM2.5,Stateair.mn,µg/m3,2016-05-05 14:00:00,20.0,21.0,19.0
3364,PM2.5,Stateair.mn,µg/m3,2016-05-05 15:00:00,27.0,20.0,21.0
3365,PM2.5,Stateair.mn,µg/m3,2016-05-05 16:00:00,28.0,27.0,20.0
3366,PM2.5,Stateair.mn,µg/m3,2016-05-05 17:00:00,19.0,28.0,27.0
3367,PM2.5,Stateair.mn,µg/m3,2016-05-05 18:00:00,22.0,19.0,28.0
3368,PM2.5,Stateair.mn,µg/m3,2016-05-05 19:00:00,19.0,22.0,19.0
3369,PM2.5,Stateair.mn,µg/m3,2016-05-05 20:00:00,18.0,19.0,22.0
3370,PM2.5,Stateair.mn,µg/m3,2016-05-05 21:00:00,18.0,18.0,19.0
3371,PM2.5,Stateair.mn,µg/m3,2016-05-05 22:00:00,20.0,18.0,18.0
3372,PM2.5,Stateair.mn,µg/m3,2016-05-05 23:00:00,24.0,20.0,18.0
3373,PM2.5,Stateair.mn,µg/m3,2016-05-06 00:00:00,34.0,24.0,20.0
3374,PM2.5,Stateair.mn,µg/m3,2016-05-06 01:00:00,36.0,34.0,24.0
3375,PM2.5,Stateair.mn,µg/m3,2016-05-06 02:00:00,58.0,36.0,34.0
3376,PM2.5,Stateair.mn,µg/m3,2016-05-06 03:00:00,145.0,58.0,36.0
3377,PM2.5,Stateair.mn,µg/m3,2016-05-06 04:00:00,49.0,145.0,58.0
3378,PM2.5,Stateair.mn,µg/m3,2016-05-06 05:00:00,19.0,49.0,145.0
3379,PM2.5,Stateair.mn,µg/m3,2016-05-06 06:00:00,21.0,19.0,49.0
3380,PM2.5,Stateair.mn,µg/m3,2016-05-06 07:00:00,20.0,21.0,19.0
3381,PM2.5,Stateair.mn,µg/m3,2016-05-06 08:00:00,18.0,20.0,21.0
3382,PM2.5,Stateair.mn,µg/m3,2016-05-06 09:00:00,28.0,18.0,20.0
3383,PM2.5,Stateair.mn,µg/m3,2016-05-06 10:00:00,44.0,28.0,18.0
3384,PM2.5,Stateair.mn,µg/m3,2016-05-06 11:00:00,62.0,44.0,28.0
3385,PM2.5,Stateair.mn,µg/m3,2016-05-06 12:00:00,66.0,62.0,44.0
3386,PM2.5,Stateair.mn,µg/m3,2016-05-06 13:00:00,48.0,66.0,62.0
3387,PM2.5,Stateair.mn,µg/m3,2016-05-06 14:00:00,24.0,48.0,66.0
3388,PM2.5,Stateair.mn,µg/m3,2016-05-06 15:00:00,18.0,24.0,48.0
3389,PM2.5,Stateair.mn,µg/m3,2016-05-06 16:00:00,14.0,18.0,24.0
3390,PM2.5,Stateair.mn,µg/m3,2016-05-06 17:00:00,14.0,14.0,18.0
3391,PM2.5,Stateair.mn,µg/m3,2016-05-06 18:00:00,12.0,14.0,14.0
3392,PM2.5,Stateair.mn,µg/m3,2016-05-06 19:00:00,10.0,12.0,14.0
3393,PM2.5,Stateair.mn,µg/m3,2016-05-06 20:00:00,11.0,10.0,12.0
3394,PM2.5,Stateair.mn,µg/m3,2016-05-06 21:00:00,12.0,11.0,10.0
3395,PM2.5,Stateair.mn,µg/m3,2016-05-06 22:00:00,15.0,12.0,11.0
3396,PM2.5,Stateair.mn,µg/m3,2016-05-06 23:00:00,19.0,15.0,12.0
3397,PM2.5,Stateair.mn,µg/m3,2016-05-07 00:00:00,40.0,19.0,15.0
3398,PM2.5,Stateair.mn,µg/m3,2016-05-07 01:00:00,104.0,40.0,19.0
3399,PM2.5,Stateair.mn,µg/m3,2016-05-07 02:00:00,44.0,104.0,40.0
3400,PM2.5,Stateair.mn,µg/m3,2016-05-07 03:00:00,40.0,44.0,104.0
3401,PM2.5,Stateair.mn,µg/m3,2016-05-07 04:00:00,32.0,40.0,44.0
3402,PM2.5,Stateair.mn,µg/m3,2016-05-07 05:00:00,25.0,32.0,40.0
3403,PM2.5,Stateair.mn,µg/m3,2016-05-07 06:00:00,22.0,25.0,32.0
3404,PM2.5,Stateair.mn,µg/m3,2016-05-07 07:00:00,22.0,22.0,25.0
3405,PM2.5,Stateair.mn,µg/m3,2016-05-07 08:00:00,17.0,22.0,22.0
